"","V1","V2","V3","V4","V5","V6","V7"
"1",0.0954263128176172,0.261434217955957,0.300959909655562,0.0598531902879729,0.044042913608131,0.146809712027103,0.0914737436476567
"2",0.114359733530718,0.249074759437454,0.15840118430792,0.0729089563286454,0.0651369356032568,0.295706883789785,0.0444115470022206
"3",0.0952380952380952,0.289498580889309,0.152633238725954,0.271838536739199,0.0842005676442763,0.0842005676442763,0.0223904131188899
"4",0.142031379025599,0.370355078447564,0.133360858794385,0.147811725846408,0.0524360033030553,0.110239471511148,0.0437654830718415
"5",0.131377551020408,0.336734693877551,0.0688775510204082,0.199829931972789,0.137329931972789,0.086734693877551,0.0391156462585034
"6",0.110853432282004,0.292671614100185,0.101113172541744,0.0783858998144712,0.11734693877551,0.195269016697588,0.104359925788497
"7",0.103538663171691,0.374180865006553,0.147116644823067,0.241153342070773,0.0553735255570118,0.0439056356487549,0.0347313237221494
"8",0.112848689771767,0.284446322907861,0.177937447168216,0.222316145393068,0.0566356720202874,0.0536770921386306,0.0921386306001691
"9",0.0743559718969555,0.365339578454333,0.213700234192037,0.0620608899297424,0.0620608899297424,0.144028103044497,0.0784543325526932
"10",0.098053617333823,0.339698861549761,0.126331252295263,0.280572897539479,0.0363569592361366,0.0569225119353654,0.0620639001101726
"11",0.215343915343915,0.196825396825397,0.0894179894179894,0.0523809523809524,0.0708994708994709,0.270899470899471,0.104232804232804
"12",0.235133287764867,0.149008885850991,0.192071086807929,0.12987012987013,0.0724538619275461,0.153793574846206,0.0676691729323308
"13",0.0997425997425997,0.18983268983269,0.171814671814672,0.0817245817245817,0.104247104247104,0.203346203346203,0.149292149292149
"14",0.0971177944862155,0.272556390977444,0.206766917293233,0.0795739348370927,0.0664160401002506,0.193609022556391,0.0839598997493734
"15",0.0664573521716379,0.23861852433281,0.117739403453689,0.0591313448456306,0.0371533228676086,0.392464678178964,0.0884353741496599
"16",0.0939334637964775,0.153294194390085,0.12133072407045,0.0505544683626875,0.0848010437051533,0.450097847358121,0.0459882583170254
"17",0.082939787485242,0.330873671782763,0.237898465171192,0.126328217237308,0.0519480519480519,0.130460448642267,0.0395513577331759
"18",0.0960284528749259,0.303497332542976,0.174866627148785,0.125074096028453,0.0586840545346769,0.0877296976882039,0.15411973918198
"19",0.188719030047443,0.225619399051133,0.144438587243015,0.0964681075382182,0.107538218239325,0.155508697944122,0.0817079599367422
"20",0.0584851390220518,0.257590284435922,0.11888782358581,0.324704378395654,0.103227868328539,0.0719079578139981,0.0651965484180249
"21",0.205393000573723,0.221457257601836,0.173264486517499,0.14916810097533,0.044750430292599,0.153184165232358,0.0527825588066552
"22",0.0814132104454685,0.221198156682028,0.113671274961598,0.151305683563748,0.065284178187404,0.237327188940092,0.129800307219662
"23",0.112956810631229,0.116832779623477,0.302879291251384,0.0897009966777409,0.101328903654485,0.159468438538206,0.116832779623477
"24",0.147914032869785,0.109565950273915,0.0977665402444164,0.416350611040877,0.133164770332912,0.0417193426042984,0.0535187526337969
"25",0.225843122394847,0.0958696475937855,0.14626752557787,0.21523304281925,0.0719969685486927,0.151572565365669,0.0932171276998863
"26",0.244571428571429,0.148571428571429,0.168571428571429,0.108571428571429,0.200571428571429,0.0685714285714286,0.0605714285714286
"27",0.0477216748768473,0.213669950738916,0.153325123152709,0.263238916256158,0.185652709359606,0.0865147783251232,0.0498768472906404
"28",0.202741702741703,0.162337662337662,0.152236652236652,0.192640692640693,0.0714285714285714,0.0916305916305916,0.126984126984127
"29",0.10636404094348,0.159323542501113,0.274588340008901,0.128170894526035,0.0284824210057855,0.168669336893636,0.13440142412105
"30",0.0806878306878307,0.284391534391534,0.139329805996473,0.275132275132275,0.0745149911816578,0.0652557319223986,0.0806878306878307
"31",0.100928421683139,0.233003893381252,0.191075172207248,0.253968253968254,0.0757711889787362,0.0694818808026355,0.0757711889787362
"32",0.185751585229392,0.30585602387169,0.149198060425214,0.0290936217829168,0.0708690787019769,0.128310331965684,0.130921298023126
"33",0.0967261904761905,0.169642857142857,0.130580357142857,0.0706845238095238,0.0706845238095238,0.406622023809524,0.0550595238095238
"34",0.184626184626185,0.103545103545104,0.113373113373113,0.0838890838890839,0.0421200421200421,0.383643383643384,0.0888030888030888
"35",0.140756302521008,0.228991596638655,0.140756302521008,0.103991596638655,0.140756302521008,0.133403361344538,0.111344537815126
"36",0.0952380952380952,0.123015873015873,0.217460317460317,0.117460317460317,0.0952380952380952,0.261904761904762,0.0896825396825397
"37",0.0370194589463692,0.179876601803512,0.236355007119127,0.199810156620788,0.110109159943047,0.149976269577598,0.0868533459895586
"38",0.0942997888810697,0.197748064743139,0.123856439127375,0.148486980999296,0.202674173117523,0.173117522871217,0.05981703026038
"39",0.159250585480094,0.142857142857143,0.137392661982826,0.110070257611241,0.131928181108509,0.181108508977361,0.137392661982826
"40",0.123869801084991,0.133363471971067,0.177667269439421,0.26627486437613,0.0605786618444846,0.177667269439421,0.0605786618444846
"41",0.0988156920799408,0.0547742413027387,0.10140636565507,0.474463360473723,0.129903774981495,0.0988156920799408,0.041820873427091
"42",0.0797855566067487,0.24314096499527,0.0952380952380952,0.313781141595711,0.139388205613371,0.0621255124566383,0.0665405234941659
"43",0.0616883116883117,0.0435064935064935,0.182142857142857,0.163961038961039,0.202597402597403,0.138961038961039,0.207142857142857
"44",0.137267080745342,0.0481366459627329,0.12639751552795,0.317701863354037,0.27639751552795,0.0459627329192547,0.0481366459627329
"45",0.123809523809524,0.0473389355742297,0.231652661064426,0.141456582633053,0.0904761904761905,0.163025210084034,0.202240896358543
"46",0.0786701777485188,0.0348913759052008,0.256089532587228,0.350559578670178,0.12936142198815,0.0809743252139566,0.0694535878867676
"47",0.104632329122125,0.050210560414642,0.204405571752511,0.136378360868157,0.0434078393262067,0.125040492387431,0.335924846128928
"48",0.122059324923287,0.0981929764745994,0.15308557790658,0.355949539720423,0.038527105352881,0.0695533583361746,0.162632117286055
"49",0.101233299075026,0.112024665981501,0.0616649537512847,0.0544707091469681,0.162384378211716,0.201952723535457,0.306269270298047
"50",0.133138969873664,0.0923226433430515,0.0889212827988338,0.0481049562682216,0.0481049562682216,0.211370262390671,0.378036929057337
"51",0.0582774626095926,0.0474471376998453,0.383187209902011,0.0618875709128417,0.191851469829809,0.170190820010315,0.0871583290355853
"52",0.0817768803634528,0.0817768803634528,0.0570418980312973,0.0711761736496719,0.155981827359919,0.378596668349318,0.173649671882887
"53",0.0656855707106963,0.0656855707106963,0.0933237616654702,0.0983488872936109,0.125987078248385,0.269203158650395,0.281765972720747
"54",0.079042784626541,0.0358955765047136,0.180565627266135,0.274474256707759,0.200870195794054,0.0485859318346628,0.180565627266135
"55",0.0882253138785205,0.0620970478452664,0.152358330505599,0.119104173736003,0.304377332880896,0.168985408890397,0.104852392263319
"56",0.114783226723525,0.0525941719971571,0.119758351101635,0.286425017768301,0.313788201847903,0.0675195451314854,0.0451314854299929
"57",0.0740524781341108,0.0740524781341108,0.200583090379009,0.0577259475218659,0.188338192419825,0.298542274052478,0.106705539358601
"58",0.12866015971606,0.0189293108547767,0.0458444247264123,0.149364093463472,0.370896184560781,0.101745045844425,0.184560780834073
"59",0.10305823209049,0.100125680770842,0.152911604524508,0.147046501885212,0.202764976958525,0.0883954754922497,0.205697528278173
"60",0.188961038961039,0.0685064935064935,0.0866883116883117,0.163961038961039,0.120779220779221,0.148051948051948,0.223051948051948
"61",0.0725331369661266,0.0622238586156112,0.165316642120766,0.325110456553756,0.232326951399116,0.0493372606774669,0.0931516936671576
"62",0.0591736694677871,0.0665266106442577,0.22093837535014,0.233193277310924,0.078781512605042,0.0812324929971989,0.26015406162465
"63",0.0718065003779289,0.100907029478458,0.198790627362056,0.389266817838246,0.0744520030234316,0.0400604686318972,0.124716553287982
"64",0.148736037624927,0.0458553791887125,0.0623162845385068,0.0664315108759553,0.115814226925338,0.399764844209289,0.161081716637272
"65",0.268873403019744,0.0493612078977933,0.0615563298490128,0.110336817653891,0.155052264808362,0.110336817653891,0.244483159117305
"66",0.394805194805195,0.0584415584415584,0.0420779220779221,0.0566233766233766,0.0820779220779221,0.26025974025974,0.105714285714286
"67",0.284645529034556,0.0327752048450303,0.115069469184182,0.0651941574634841,0.1948699679373,0.105094406840043,0.202351264695404
"68",0.172658467360454,0.0799432355723746,0.126300851466414,0.0931882686849574,0.0733207190160833,0.278618732261116,0.1759697256386
"69",0.178716020821284,0.08155002891845,0.105841526894158,0.0936957779063042,0.158473105841527,0.255639097744361,0.126084441873916
"70",0.156386788698766,0.0700358137684043,0.0978909669717469,0.06725029844807,0.267807401512137,0.145244727417429,0.195384003183446
"71",0.053864168618267,0.0579625292740047,0.607142857142857,0.0415690866510539,0.127634660421546,0.0579625292740047,0.053864168618267
"72",0.0642857142857143,0.0698412698412698,0.0837301587301587,0.230952380952381,0.372619047619048,0.0420634920634921,0.136507936507937
"73",0.0602345415778252,0.15724946695096,0.272921108742004,0.0900852878464819,0.112473347547974,0.190831556503198,0.116204690831557
